,capacity,max_profit,max_weight,min_profit,min_weight,num,relation,sum_p,sum_w,target
976,0.30198611774612855,0.012161171698725916,0.013384629616102768,0.0002446915834753705,0.0014681495008522232,0.0012234579173768527,1.0190713625193764e-05,0.6100161176040987,0.732361909341784,2
1748,0.330333605229949,0.012772356270476567,0.012772356270476567,0.00017082369497550964,0.00017082369497550964,0.0013140284228885357,1.3140284228885356e-05,0.6672899137112561,0.6672899137112561,5
3204,0.14424945519872526,0.017051286537153584,0.03919581450748292,0.000265734335643952,0.002480187132676885,0.0011072263985164666,6.8312702318221745e-06,0.291421988089534,0.9446855632142492,9
622,0.3317440723757812,0.006582066470818982,0.007044197516914597,1.9805616261240668e-05,0.00010562995339328357,0.0013203744174160445,6.663844852910634e-06,0.6701362299432522,0.6639040626930485,1
1443,0.355959885018764,0.006698580621564969,0.006087396258283494,0.00061729620691429,6.111843632814753e-06,0.0012223687265629506,7.36365496183629e-06,0.71904617971339,0.596809307057095,3
1083,0.30155531681022807,0.006177018194563053,0.006798448596430563,3.728582411205062e-05,0.000658716225979561,0.0012428608037350207,5.161237409848841e-06,0.6091447228225897,0.7334308031960918,2
3286,0.14676896604905193,0.016437763917736718,0.038955248736554135,0.00038279724191989616,0.0026345457238016383,0.001125874240940871,7.0816567370332e-06,0.29648772260936895,0.9427395369094289,9
4733,0.023461901489117018,0.0001873201965045187,0.003947037173593712,3.7501540841745484e-07,7.875323576766552e-06,9.375385210436371e-05,8.899134985395606e-09,0.04739332226957269,0.9985929046110409,12
2469,0.3756735319249005,0.03881107162407988,0.030431408432517182,0.0016318291478306314,0.00026462094289145374,0.002205174524095448,6.319333505888979e-05,0.7588887607222075,0.5296388171972447,7
879,0.3001675786613155,0.02549785639389388,0.028078611089632124,0.00028388301653120714,0.002864637712269454,0.0012903773478691234,2.1279112678143574e-05,0.6063483157637011,0.7353860505506135,2
2089,0.4435142569182762,0.017925538308137357,0.00017800540548550952,0.017907988479427518,8.953994239713759e-07,8.95399423971376e-06,3.788957736730607e-05,0.895899056849952,0.004234343875960636,6
3493,0.13755138201191092,0.004077545151679883,0.010654230880195825,0.00015126377175586666,0.0008089323446074608,0.0013153371457031882,1.922243636027022e-06,0.27785839534407003,0.9506533453712508,9
2330,0.44365466687630223,0.001793230211545751,1.782481578909113e-05,0.001791438772772978,3.582877545545956e-08,8.95719386386489e-06,3.490948898707036e-06,0.8961824374804753,0.004598909959911878,6
1593,0.3558754456019933,0.0026782998895888274,0.0024348180814443886,0.00024835144430732765,4.869636162888778e-06,0.0012174090407221943,2.931221301363244e-06,0.71887029927413,0.5971293952019106,3
3404,0.14061560165603595,0.004567174812297958,0.010498570672425177,7.117675032152661e-05,0.0006643163363342484,0.0011862791720254437,1.776562309972434e-06,0.28405454774149247,0.9483708840757409,9
1370,0.3548192467345396,0.012744223183045002,0.011577169778004251,0.0012370766093431963,7.002320430244507e-05,0.001167053405040751,1.3940359406407105e-05,0.7167575192398277,0.6000521787357526,3
4641,0.023460521499844334,0.000502394654039238,0.010586029238267671,3.5238101986720097e-06,7.400001417211221e-05,0.00010068029139062885,2.3891580670692812e-08,0.04739121996048291,0.9985446130049722,12
3398,0.16247486896978158,0.008923268287004701,0.020820959336344303,0.00038072611357886725,0.0015704952185128273,0.0011897691049339602,4.197905060663941e-06,0.3282216029781316,0.9302447700747154,9
1536,0.3546609324812517,0.002539272185764123,0.0023080087808675723,0.00024051394109241237,9.250536195862014e-06,0.0011563170244827518,2.7577394339887925e-06,0.7164193388587785,0.6007876364105034,3
2024,0.44351453227205423,0.01792761247184582,0.0001746230909713448,0.01791006061244562,5.910320002107055e-06,8.95503030622281e-06,3.896400557837753e-05,0.8958993802636345,0.004118060236619621,6
3824,0.2688672146585125,0.005769558285568062,0.007236591698883358,1.1597102081543843e-05,0.0011713073102359282,0.0011597102081543843,3.959660262503093e-06,0.5431386788870244,0.795375649160603,10
1390,0.35567416588853107,0.013165498332484666,0.01195543414751365,0.0012342654686704375,2.420128369942034e-05,0.001210064184971017,1.4551404755980585e-05,0.7184756098265415,0.5974691913294397,3
572,0.33180527308068736,0.012982408344358565,0.01422327574006807,5.3370640675677555e-05,0.0001200839415202745,0.001334266016891939,1.3478152696273186e-05,0.6702685335856655,0.6635304902003613,1
2521,0.3905784703549911,0.01935419811807251,0.011289948902208965,0.0007526632601472643,0.00048385495295181276,0.005376166143909031,8.954785419136186e-05,0.7890061432800893,0.4736939989398247,7
916,0.3017437403041126,0.012232521061776858,0.013465638104294686,0.00017263638595249597,0.0014057534284703244,0.0012331170425178284,1.0256298653682215e-05,0.6095420852869877,0.7328537895387706,2
3032,0.3776261222962872,0.008182926610236426,0.00712020886864728,0.0004782229837151158,0.000138153306406589,0.0021254354831782927,1.544793023314478e-05,0.7628187949126892,0.5247700207967204,8
4694,0.023461026969578507,0.00042774200659552653,0.009013043204171334,8.58058187754316e-07,1.8019221942840637e-05,8.580581877543159e-05,2.036161379472574e-08,0.047391411767858625,0.9985600676499586,12
2797,0.349855221918884,0.002676085202802877,0.0025751008555272964,0.0002524608681889506,0.00019187025982360248,0.0025246086818895065,5.802777441980865e-06,0.7067086591039657,0.6149340842999184,7
2600,0.3330405805172996,0.006782627602079337,0.0112591618194517,0.0005968712289829817,0.00016278306244990408,0.002713051040831735,1.3816262431869988e-05,0.6727552665950453,0.6605329716560984,7
1161,0.30248150387592715,0.002410480084439118,0.0026515280928830296,2.4104800844391178e-06,0.0002434584885283509,0.001205240042219559,2.0133441518763187e-06,0.6110157232438809,0.7315397274658368,2
2148,0.4436205400815232,0.008965805655507695,8.706057040113367e-05,0.008957117512165196,1.1643903448711293e-06,8.956848806700996e-06,1.764628323921839e-05,0.8961135554539882,0.004548466961018899,6
3917,0.2704735755070256,0.0022869935189067494,0.0029090557560493852,2.2869935189067495e-06,0.00045968569730025664,0.0011434967594533747,1.5763454425004893e-06,0.5463581776797846,0.7926673796660415,10
2823,0.27970630607537295,0.030744106919596094,0.04636016122796237,0.0013826714752199303,0.0016266723237881532,0.0020333404047351913,2.967878094693849e-05,0.565024631667815,0.7742146925069715,8
4116,0.33061164274544935,0.013402809546525776,0.0133757877530852,0.00018915255408403313,0.00016213076064345696,0.001351089672028808,1.353718730679153e-05,0.66785713578056,0.6665600896954125,11
222,0.3164094884803685,0.006905036520532668,0.00688432141097107,3.452518260266334e-05,2.0715109561598005e-05,0.0013810073041065336,6.296618907563669e-06,0.6391508954500654,0.7009095420897096,0
2163,0.44362044303287607,0.00896539279161051,8.956436355255255e-05,0.008956436355255256,8.956436355255255e-08,8.956436355255255e-06,1.7484457203862457e-05,0.8961134006123587,0.004590352760795423,6
1006,0.30138288240890715,0.006224130191574842,0.006849042861411674,6.249126698368316e-06,0.0006311617965351999,0.001249825339673663,5.184738985951849e-06,0.6088024212084381,0.7337849551758043,2
1066,0.3011617450229322,0.0062637110430145805,0.006893229740804991,6.295186977904101e-06,0.0006358138847683142,0.0012590373955808202,5.21573757884478e-06,0.6083479839837186,0.7342517235418006,2
2356,0.44365484920284237,0.0017933027087888088,1.7915111975912175e-05,0.0017915111975912177,1.7915111975912174e-08,8.957555987956088e-06,3.56332283827126e-06,0.8961828204708984,0.004505686492165864,6
1990,0.33039219154130106,0.002673669283264828,0.002673669283264828,5.352691257787444e-06,5.352691257787444e-06,0.001338172814446861,2.676345628893722e-06,0.6673922804403407,0.6673922804403407,5
2941,0.2707844033736664,0.011286042415097735,0.03143968958491512,0.0009136320050317215,0.0005374305911951303,0.0026871529559756514,1.8572485933668464e-05,0.5469968557184036,0.7914202885939489,8
2493,0.3805799000410251,0.035260079777594676,0.028391233067673632,0.002839123306767363,0.0010532231621878927,0.00228961556997368,6.878884391135024e-05,0.7688529083971618,0.5118206645119164,7
952,0.30055668319678625,0.012802461370127041,0.014083989034804421,0.0001922291497016072,0.0014737568143789886,0.0012815276646773815,1.0581755088174757e-05,0.607149361694203,0.7353021281619412,2
2444,0.36215757142009597,0.0391252532471131,0.04410483093310931,0.0010670523612849028,0.0005690945926852814,0.003556841204283009,9.059463047560858e-05,0.7316422357210149,0.5745009913157916,7
1459,0.35631161497183567,0.006777144264582205,0.0061570944691035035,0.0006262502934334882,6.200497954787012e-06,0.0012400995909574025,7.491192783010786e-06,0.7197538025916764,0.5957438434959361,3
760,0.32936371749859,0.0026332244763238727,0.0027912179449033053,7.89967342897162e-06,1.053289790529549e-05,0.0013166122381619363,2.614936829673278e-06,0.6653157626369424,0.6699686702866067,1
2857,0.1778413189791239,0.021946585398144796,0.04290680740760893,0.0007151134567934821,0.0030577265049100614,0.0012329542358508314,9.68417424061812e-06,0.35928286432693224,0.9148520430013168,8
3456,0.13552938257509692,0.003074936216224359,0.009350316249335296,0.00019453678102643906,0.0008220747843375328,0.0012550760066221875,1.804398720758539e-06,0.27377600470453084,0.9521445862838231,9
4380,0.3307125309265527,0.002783648602637194,0.002780856577960527,2.792024676667196e-06,0.0,0.001396012338333598,2.798117532072286e-06,0.66803936831213,0.6665847234555864,11
103,0.338860577712729,0.01356528620056166,0.01356528620056166,0.0003258927615750549,8.147319039376373e-05,0.0013578865065627288,1.4407395327987396e-05,0.6845241668233373,0.6451590369980837,0
3548,0.12165522667319276,0.001978714690507574,0.004726929538434761,5.496429695854373e-06,0.000280317914488573,0.0013741074239635932,7.022901568977167e-07,0.245745371701649,0.961655339586681,9
1222,0.35654923000195954,0.027621256530735116,0.025094151633138127,0.002628189093500871,0.00010108419590387966,0.0012635524487984958,3.064763911595756e-05,0.7202501668641186,0.593894921984269,3
4176,0.3306528462533189,0.013315598961868453,0.01330220298705772,0.00026791949621465696,0.00024112754659319128,0.0013395974810732848,1.3425054350842978e-05,0.6679233040631398,0.6664765387835807,11
2347,0.44365511850226014,0.0017932584667220718,1.789675532722627e-05,0.0017914669997223496,7.165867998889398e-08,8.957334998611747e-06,3.6762576014625927e-06,0.8961833730541451,0.004367166593243155,6
3999,0.27117907016655574,0.002236985492604614,0.0028885998853452974,4.478449434643872e-06,0.00045232339289903104,0.001119612358660968,1.5499186440118977e-06,0.5478016956209211,0.7914293448655477,10
644,0.3305459822638562,0.006716718049829549,0.007012845899721834,8.749231928635686e-05,1.346035681328567e-05,0.001346035681328567,6.738056632758627e-06,0.6677144600798489,0.6669337593846784,1
2064,0.44351322634409124,0.017925853188488723,0.00017442861430000915,0.017908840130625787,7.521562423614358e-06,8.954240980493284e-06,3.3914940227813366e-05,0.895897061057918,0.004730704594814211,6
4240,0.3306852799042443,0.006699224759848888,0.00668579945972895,6.712650059968826e-06,0.0,0.0013425300119937651,6.7268455677842334e-06,0.6679959454176778,0.6665862889050843,11
4293,0.3306761120054886,0.007168000864063371,0.007153636132872863,2.1547096785761638e-05,2.1547096785761638e-05,0.0014364731190507757,7.1971465137731655e-06,0.6679743650898012,0.6666025332611077,11
2864,0.22243699471001635,0.015907665789769328,0.03162818257024725,0.0013932204025026733,0.0025992917957139423,0.001039716718285577,1.080781202131849e-05,0.44932397697429494,0.8645036569200916,8
230,0.33152540168083017,0.006597487443197384,0.0065908568025509545,4.641448452500672e-05,3.3153203232147656e-05,0.0013261281292859062,6.6827133940918875e-06,0.6696880746487363,0.6644697604599962,0
1289,0.35641048267958825,0.027497395490230572,0.024983922410684815,0.002639146733523044,0.0001256736539772878,0.0012567365397728781,3.0449751052479675e-05,0.7199843636358818,0.594310709658594,3
3375,0.08199405185679347,0.005363582727968711,0.01911635895352951,8.251665735336478e-05,0.0014577942799094445,0.0013752776225560797,2.3185973775194877e-06,0.1656521896368798,0.9825670974351911,9
2237,0.4436472695774993,0.0044830063916913064,4.474049335963651e-05,0.004478572649106117,4.926380650210227e-07,8.957055727654957e-06,8.822283253737444e-06,0.8961675329146496,0.004549288604075953,6
3631,0.26705155294897903,0.023320721009674757,0.029250512381984013,0.00011718955281243596,0.004804771665309874,0.0011718955281243596,1.5860851366949687e-05,0.53968132861183,0.7974983447991891,10
3874,0.27288603843608267,0.005484732665331695,0.006818856827169134,5.490222888219915e-05,0.0011529468065261822,0.001098044577643983,3.838602596365982e-06,0.5512348486459441,0.7884124774170445,10
4556,0.023456835338643376,0.0009336007371834554,0.019671967485196933,7.4762821796472904e-06,0.0001570019257725931,9.345352724559113e-05,4.435330544093816e-08,0.04738467645460453,0.9984070201871831,12
1184,0.3030775861026414,0.0023612632726883573,0.0025973895999571927,2.3612632726883573e-06,0.00023848759054152408,0.0011806316363441787,1.979524043342438e-06,0.6122212575528192,0.730284421187237,2
3772,0.2728415686381649,0.010677077151099359,0.013892270990022392,4.3893431248096025e-05,0.002238564993652897,0.0010973357812024006,7.673788956456128e-06,0.551246629687026,0.7882711584267444,10
1369,0.3548341955323504,0.01268849169496891,0.011521197150813536,0.0012023133804800346,3.5018836324661206e-05,0.0011672945441553735,1.394376978237424e-05,0.7167655418931655,0.6000360874776282,3
258,0.32320346903633934,0.006387242904823389,0.006393655799306144,1.2825788965508813e-05,0.0001859739399998778,0.0012825788965508814,6.112284425316699e-06,0.652877548605778,0.6849869112809293,0
2717,0.33484013610865165,0.0026105848249383234,0.0028063786868086976,0.0002414790963067949,0.00020884678599506585,0.003263231031172904,6.729040348949258e-06,0.6763829487553324,0.6560203871208136,7
4736,0.023461952050705046,0.00018206792954141823,0.0038363792488241323,7.297311805267264e-07,1.5324354791061253e-05,9.12163975658408e-05,8.658272135293455e-09,0.047393303683283906,0.9985933366799935,12
3603,0.2649820768883399,0.024335088693827136,0.02920697832222096,0.0005359078591233203,0.005407797487517142,0.0012179724070984553,1.6284574814693902e-05,0.5354693890567649,0.8009873738042281,10
463,0.33018972336733526,0.02420614990094444,0.025618381778481625,2.477599785152962e-05,0.0005698479505851813,0.001238799892576481,2.477875902369629e-05,0.6670194141588804,0.6669450861653259,1
2826,0.29768542775926843,0.04713555776696033,0.035758009340452666,0.00016253640609296667,0.0018691686700691166,0.004063410152324166,6.6129833136571e-05,0.6013847025439767,0.7390530385047194,8
1729,0.3303240694056933,0.013856832461275767,0.013856832461275767,0.00036172454216181724,0.00036172454216181724,0.0013912482390839125,1.3912482390839123e-05,0.667270480429426,0.667270480429426,5
4006,0.3304316558617971,0.026617511138478638,0.026564008603526923,0.0016585785835031917,0.0016050760485514758,0.0013375633737928965,2.6804978409231132e-05,0.667524377325083,0.66618681395129,11
3217,0.12705569509086123,0.01176695000841489,0.0391319500279844,0.0008756800006262243,0.0036121800025831754,0.0013682500009784754,7.338013155619269e-06,0.256683700183562,0.9572277006845414,9
4093,0.3304500111342999,0.025968256234830612,0.02591558228709262,0.00039505460803494844,0.00039505460803494844,0.0013168486934498282,2.6389031454917255e-05,0.667536939683587,0.6662200909901371,11
2624,0.3478446748482027,0.007484657831216499,0.007676572134581025,0.0005085729039159929,0.0003454457460561461,0.0019191430336452562,1.0864243906681576e-05,0.7026558389085377,0.6206124742202029,7
1172,0.30102189096540455,0.002530425021354936,0.0027834675234904294,2.530425021354936e-06,0.0002555729271568485,0.001265212510677468,2.0946002070479986e-06,0.6080687239066551,0.7345899749744019,2
4718,0.02346206907328932,0.00018819539282676027,0.003965478497500804,7.535351064134545e-07,1.5824237234682544e-05,9.419188830168183e-05,8.94072926402416e-09,0.04739340213409762,0.9985928235215039,12
4795,0.023461986168094244,0.00019216802358973427,0.004049172425059291,3.843360471794685e-07,8.071056990768839e-06,9.608401179486714e-05,9.120340466302165e-09,0.04739343881781821,0.9985924870229925,12
2873,0.34699186659756176,0.03708240982796828,0.02396789903515023,0.0014923408833206748,0.001718453138369262,0.002261122550485871,5.100029035583673e-05,0.70094799065062,0.6215373666775562,8
4744,0.023461898107213136,0.00019133104936332404,0.004031550139237209,1.7237031474173338e-06,3.619776609576401e-05,9.576128596762966e-05,9.089700888231675e-09,0.04739340956081153,0.9985925613481401,12
4049,0.33045732582096843,0.027326170178628057,0.027297911471101038,0.001271641838715887,0.001271641838715887,0.0014129353763509855,2.8321049081956068e-05,0.6675554479107866,0.6660859951193815,11
3170,0.20693991436811618,0.002304682537759184,0.0058440164350322165,7.407908157083092e-05,5.350155891226677e-05,0.0020577522658564145,1.944948616245291e-06,0.41802002629513546,0.8845289269829114,8
1901,0.33039126705385424,0.0026632596734000665,0.0026632596734000665,5.347910990763186e-06,5.347910990763186e-06,0.0013369777476907965,2.673955495381593e-06,0.6673925520922918,0.6673925520922918,5
2280,0.44364797523895644,0.004483121684617448,4.4652071124511444e-05,0.004478643041575872,8.957286083151745e-08,8.957286083151744e-06,9.607918533411805e-06,0.8961689932854526,0.004177409510599479,6
1877,0.3303796518497931,0.006498238835978288,0.006498238835978288,1.9691632836297842e-05,1.9691632836297842e-05,0.001312775522419856,6.56387761209928e-06,0.6673691284549702,0.6673691284549702,5
3913,0.27165156969100335,0.0022101173046573503,0.00284632960800405,1.551737325235853e-05,0.0004588708947483165,0.0011083838037398948,1.5386498387665347e-06,0.548756387696407,0.7906057336724521,10
1128,0.3019880377119543,0.002451221501083242,0.0026963436511915663,2.451221501083242e-06,0.0002475733716094074,0.001225610750541621,2.0411289665550582e-06,0.6100158852025778,0.7325769602567399,2
922,0.30121081437861724,0.012498165769084435,0.013753001689675241,3.76450776177242e-05,0.001292480998208531,0.0012548359205908066,1.0402973805684427e-05,0.6084699378944821,0.7339535299535628,2
2742,0.3510598802155779,0.00369328926602157,0.002865483051223632,0.00014009028250426645,0.00015282576273192703,0.0031838700569151463,7.385591717353251e-06,0.7091497455168244,0.611417670249757,7
2207,0.4436474286029393,0.0044829378544067,4.42919634166656e-05,0.004478459395011688,1.7913837580046753e-07,8.956918790023376e-06,8.976849372107257e-06,0.8961678496668395,0.004470890798634119,6
4767,0.02346190956177313,0.00018643349460271388,0.003928340164773785,1.864334946027139e-07,3.915103386656992e-06,9.321674730135694e-05,8.848140331108642e-09,0.0473932586629559,0.998592981406538,12
909,0.30154208761377177,0.01228021925674368,0.013521899666930098,0.00017383525742609862,0.0014155156676125174,0.0012416804101864187,1.0314256671990136e-05,0.6091187420210495,0.7332867830396914,2
1376,0.35546500808876996,0.013123164001252467,0.011923606048669974,0.001439469543098991,0.00023991159051649848,0.0011995579525824925,1.4401431817406337e-05,0.71805539041588,0.5980995951576308,3
4289,0.3306774363477805,0.006333693766951092,0.006327321841632227,3.1859626594321386e-05,1.9115775956592833e-05,0.0012743850637728555,6.384776485882509e-06,0.6679689311765422,0.6666244549342618,11
3501,0.16169847040107668,0.0012355970738747583,0.0034033112385673165,0.00011055342239932047,0.0003273248388685763,0.0010838570823462792,7.603533164875527e-07,0.32663333805003936,0.9312088185827939,9
189,0.33536377621991115,0.012628867766426416,0.012628867766426416,8.893568849596067e-05,6.352549178282904e-05,0.001270509835656581,1.3151540368318559e-05,0.677435844372089,0.6544396163467049,0
3491,0.1580403557331051,0.003847734627120538,0.009191810498121285,0.00015497820025902167,0.0006893857873590964,0.0010688151742001494,1.8259440418092328e-06,0.31924440438184265,0.9343475371340286,9
2046,0.4435139816038015,0.01792652230876163,0.000177295275581159,0.017908792781203515,3.2235504651119817e-06,8.954306847533283e-06,3.663157614355986e-05,0.8958984577430434,0.00437990965140243,6
3169,0.19783901418003705,0.0025620562636629487,0.00386165002059343,2.227875011880825e-05,0.0002636318764058976,0.0018565625099006874,1.6578838575543136e-06,0.3996362196311824,0.895056212273161,8
1635,0.3301193148737525,0.02878628888108388,0.02878628888108388,0.000374971698851794,0.000374971698851794,0.0014421988417376694,2.8843976834753387e-05,0.6668439004426635,0.6668439004426635,5
4098,0.33047600084684775,0.02615974042957712,0.026133580689147545,0.00020927792343661695,0.00015695844257746273,0.001307987021478856,2.6217270490213954e-05,0.6675965757628081,0.6661316302987518,11
4646,0.02346092677503363,0.0004683054575231902,0.009867360720576566,5.647905015355057e-06,0.00011860600532245622,9.413175025591762e-05,2.2337603363417925e-08,0.04739157098384429,0.9985519600085306,12
667,0.32991473871927823,0.006635699620793649,0.0069817942850677415,6.655666620655616e-06,2.6622666482622465e-05,0.0013311333241311232,6.634926470400099e-06,0.6664385543928675,0.6685217780451327,1
1099,0.2999554878588636,0.006534992200702333,0.0071891455741460095,2.616613493774708e-05,0.0006803195083814241,0.0013083067468873538,5.379895438761389e-06,0.6059161036859402,0.7367467783746756,2
2590,0.35797323202554904,0.019239641428556997,0.013212765800334323,0.0008344904716000625,0.000996752507744519,0.0023180290877779512,2.8399338421364713e-05,0.7231323542232098,0.5902397466208997,7
451,0.3311745700515076,0.02641659703507105,0.02684053439972615,0.00013248042645471942,0.00023846476761849492,0.001324804264547194,2.6682074642485626e-05,0.6689996575110421,0.664336346499836,1
3461,0.15277109975243072,0.004726271500885453,0.010352785192415753,0.00011253027383060603,0.0006751816429836361,0.0011253027383060603,1.8496057666442147e-06,0.308603022953054,0.9387725564044477,9
1408,0.3565345094592794,0.006851980410655369,0.0062262287749790795,0.0006632967338168667,3.7545098140577364e-05,0.0012515032713525788,7.573572165535783e-06,0.7202088450816253,0.5950585179463674,3
2412,0.3970589161330807,0.041354635639460235,0.02013317787710564,0.002176559770497907,0.0014147638508236397,0.0027206997131223837,9.835221035297104e-05,0.8020622754284787,0.4437461232102608,7
2970,0.21509660101886782,0.012815628957396104,0.03249677342768298,0.0004119309307734462,0.0002975056722252667,0.0022885051709635898,1.1378102279811118e-05,0.43449559175914715,0.8739114696358661,8
2166,0.4436211569702865,0.008965605461889787,8.911954599526807e-05,0.008956827858364625,8.956738290981715e-08,8.956738290981715e-06,1.893173552465958e-05,0.8961147693242366,0.004239582502653285,6
3301,0.16169131903718006,0.006612430180168792,0.018213184882219305,0.0005916384898045761,0.0017517139600096276,0.0011600754702050513,4.069768221746087e-06,0.3266192486362322,0.931018568613064,9
4130,0.3306164343113845,0.013039763247059015,0.013039763247059015,0.00027576538588946554,0.00027576538588946554,0.0013131685042355502,1.3157296484813998e-05,0.6678643695691585,0.6665643327499653,11
3640,0.2754412077385799,0.020416913194390506,0.02594736014928651,0.0004158230793154889,0.004574053872470378,0.0010395576982887224,1.4774652034987776e-05,0.5565168182018846,0.783140396428826,10
2523,0.2977089014048128,0.019463119575712493,0.02151186900473486,0.0004865779893928123,0.0008707185073345063,0.0025609367862779596,2.078990579678913e-05,0.601410394889516,0.7408277935344881,7
3688,0.2709269202508728,0.02181721734033431,0.026287958598599538,0.00015647594403928297,0.00462721720230451,0.0011176853145663068,1.5468451442918348e-05,0.5473975596619944,0.7910529582374494,10
2903,0.3012329725975945,0.016397229412687325,0.017455115181247795,0.0006876257495643071,0.0010049914801324488,0.005289428842802362,4.386504426729987e-05,0.6084958940759838,0.7337495690735437,8
1676,0.330166456013323,0.025462445284912955,0.025462445284912955,0.0005123228427547878,0.0005123228427547878,0.0012808071068869695,2.561614213773939e-05,0.6669674928403205,0.6669674928403205,5
1982,0.33039116165680865,0.002781426613310905,0.002781426613310905,5.56842164827008e-06,5.56842164827008e-06,0.0013921054120675201,2.78421082413504e-06,0.667392039810114,0.667392039810114,5
4020,0.33049552530805787,0.02396146525747513,0.02396146525747513,0.0016789815495728319,0.0016549960988646486,0.0011992725354091657,2.4035533731586657e-05,0.6676350204622825,0.6662438643212079,11
2646,0.4096363271557694,0.010281462837865818,0.006168877702719491,0.00035413927552648927,6.854308558577212e-05,0.0022847695195257374,2.4627231454959416e-05,0.8274749768866363,0.38384127928032385,7
257,0.3327864339938326,0.006422914321019417,0.006514111887443628,6.514111887443628e-06,6.514111887443628e-06,0.0013028223774887255,6.622239779026323e-06,0.6722368044485201,0.6612605259181775,0
